Abrahamic,Accountability,Adoption,Agency,AllScriptureCount,America,Angel,Art,Articles of Faith,Atonement,Attitude,Authority,AuthorityMentions,BYU,Balance,Baptism,Bible,Blessing,BoM,Body,Book of Mormon,Brigham Young,Brotherhood,Calling,Character,Charity,Chastity,Children,Christianity,Christmas,Church,Citizenship,Comforter,Commandments,Commitment,Communication,Compassion,Conscience,Consecration,Contention,Conversion,Courage,Covenant,Creation,Creativity,D&C,Date,DaysElapsed,Decision,Dedication,Disciple,Discipline,Discourage,Divine,Doctrine,Doctrine and Covenants,Education,Esteem,Eternal Life,Eternity,Exaltation,Example,Excellent,Failure,Faith,Family,Family History,Fear,Fellowship,Finance,FirstPersonPronoun,Foreordination,Forgiveness,Freedom,Friendship,Gender,Gift,Giving,God,Gospel,Government,Gratitude,Growth,Habit,Happiness,Heal,Heavenly Father,Heritage,History,Holy Ghost,Home,Honesty,Honor,Hope,Humility,I am a woman,Improvement,Individual Worth,Initiative,Inspiration,Integrity,Jesus Christ,Joseph Smith,Joy,Kind,Knowledge,Language,Last Day,Law,Leadership,Learning,Life,Light,Light of Christ,Listen,Lonely,Love,Marriage,Media,Meekness,Membership,Men,Mercy,Miracle,Missionary,Mistake,Modesty,MonthGiven,Morality,Mortality,Music,NT,Natural Man,OT,Obedience,Opportunity,Ordinance,Organization,Parent,Patience,Patriarchal Blessing,Patriotism,Peer Pressure,PercentInItalics,PercentInQuotes,Perfection,Perspective,Pioneer,Plan of Salvation,PoGP,Polarity,Politic,Potential,Power,Prayer,Premortal,Preparation,Prepare,Priesthood,Priority,Progression,Prophet,Question,Relationship,Religion,Religious Freedom,Remember,Repent,Responsibility,Restoration,Resurrection,Revelation,Reverence,Righteous,Sabbath,Sacrament,Sacred,Sacrifice,Safety,Salvation,Satan,Scripture,Second Coming,Self-Reliance,Selfless,Service,Socialism,SpeakerPosition,Spirit,Spiritual Growth,Spirituality,Standard,Stewardship,StoryNames,Subjectivity,Success,Suffering,Talent,Talking Speed,Teaching,Technology,Temple,Tempt,Testimony,Thought,Time,Tithing,Tolerance,Trial,Trust,Truth,Understand,Unity,Value,Virtue,War,WeToYouRatio,Wisdom,Witness,Woman,WordCount,WordQuantity,Work,Worldly,Worship,Worthy,YearGiven,Zion,Pageviews
0,0,0,0,8,0,1,0,0,0,0,0,4,4,0,0,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,3,0,0,6,0,1632,3,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,4,0,3,0,0,100,0,0,0,3,Male,1,6,4,0,0,0,0,0,0,0,1,0,0,8,1,9,0,1,0,0,0,0,0,3,10,1,0,2,0,0,0,0,0,0,0,15,5,0,1,0,3,0,0,0,0,9,0,1,1,1,0,6,0,0,1,1,0,0,3,3,0,0,1,0,0,0,0,0.085586924,0.003566122,1,0,0,0,0,0.12,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,Senior Associate Athletic Director,9,0,0,0,0,14,0.47,0,0,0,1.945532603,1,0,0,0,0,4,2,0,0,1,1,1,1,0,0,0,0,57.042,0,0,5,3365,1227,0,1,0,0,2013,0,756
0,0,0,0,12,0,0,1,1,0,0,1,1,3,0,0,0,5,1,4,0,4,0,0,0,7,1,0,1,0,3,1,0,1,10,0,0,0,0,0,0,0,4,0,0,2,1,8443,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,2,1,0,0,0,0,45,0,0,2,1,Male,0,4,7,1,1,0,0,0,1,0,0,0,3,0,0,8,18,3,0,0,0,0,0,0,0,4,0,0,5,4,0,1,6,1,4,10,6,1,0,0,4,3,1,0,0,13,0,0,1,0,4,10,0,0,0,2,0,7,1,2,0,0,0,0,0,0,0,0.131741821,0,0,0,0,0,0,0.25,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,Of the First Presidency,2,0,0,10,0,15,0.56,0,0,0,2.051238441,2,0,0,0,0,0,3,0,0,0,0,1,4,0,3,2,1,15.721,3,2,5,3393,1201,3,0,0,1,1994,0,755
0,0,0,0,7,0,1,0,1,1,2,0,0,1,0,0,0,5,1,0,0,4,0,0,6,10,1,8,1,2,3,0,0,0,5,0,0,0,0,0,0,0,1,0,0,3,0,12965,2,1,0,0,1,0,2,1,1,1,0,1,0,1,0,4,17,4,0,0,0,0,121,0,0,0,1,Male,1,3,18,2,0,0,1,1,2,0,0,0,0,5,5,2,0,3,1,0,0,0,0,2,0,3,2,1,11,3,1,2,3,0,6,22,4,0,2,0,10,4,0,2,0,16,0,0,2,2,0,6,0,0,0,3,1,0,1,1,0,1,1,1,0,0,0,0.078810248,0,0,0,0,0,0,0.17,0,0,4,2,0,0,0,5,1,1,2,0,0,3,0,6,11,0,0,0,0,1,6,0,0,0,0,0,0,1,4,0,0,0,12,0,Unknown,0,0,0,3,0,14,0.52,0,2,0,2.455848097,2,0,2,0,0,4,10,0,0,0,0,3,9,0,0,3,1,7.86,0,0,2,4606,1304,4,0,0,1,1982,0,753
0,0,0,0,8,0,0,0,0,0,0,1,3,1,0,0,0,5,2,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,2,3,0,1,0,0,22,0,0,0,5,Male,3,4,13,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,27,0,0,1,0,3,0,0,0,0,4,0,0,0,1,0,4,0,3,2,2,0,4,0,1,0,0,8,0,0,0,0,0.066199036,0,0,0,0,0,0,0.14,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"General Authority Seventy, The Church of Jesus Christ of Latter-day Saints",2,0,0,0,0,12,0.48,7,1,0,2.590742233,3,0,0,0,0,2,15,0,0,1,0,0,2,0,0,0,0,9.8,1,0,0,2281,827,4,0,0,0,2017,0,752
0,0,0,1,65,0,3,42,1,1,1,0,6,2,1,0,0,11,27,0,0,7,0,0,0,1,0,2,0,0,0,0,1,1,1,5,1,0,0,0,1,1,1,3,0,13,0,6112,0,0,1,0,1,1,1,0,1,0,0,0,0,8,1,1,8,1,0,0,0,0,36,0,2,0,0,Male,4,4,22,0,0,1,0,0,0,0,0,0,1,13,0,0,1,4,0,0,0,0,0,0,0,6,1,6,1,0,0,0,1,0,8,12,15,4,0,0,14,0,0,1,0,9,0,0,1,0,0,3,0,0,12,19,0,1,1,2,0,0,0,1,0,0,0,0.153882915,0,9,0,0,0,5,0.28,0,2,18,3,0,0,0,0,1,0,2,3,0,0,0,3,2,0,0,0,0,0,9,0,0,0,3,0,0,2,2,0,0,0,8,0,Unknown,12,0,0,1,0,2,0.6,0,0,1,1.95673885,3,0,1,0,0,3,7,0,0,0,0,2,10,0,0,0,0,144.5,1,0,1,4185,1193,11,0,0,2,2001,13,750
0,0,0,0,4,0,0,2,1,0,1,0,6,14,2,0,0,0,0,9,0,15,3,0,1,0,4,2,2,0,21,1,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,16155,0,0,0,1,0,0,0,0,19,0,0,0,0,0,2,7,4,0,0,0,0,0,65,0,0,1,3,Male,0,8,6,6,2,0,3,0,1,0,0,0,0,1,2,1,7,2,2,0,3,0,2,1,0,4,0,0,7,9,0,0,8,3,10,22,0,0,0,0,4,2,0,0,1,27,0,0,2,0,0,9,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0.011002031,0,1,0,0,0,1,0.11,0,0,6,0,0,0,4,0,0,2,0,1,0,1,6,4,6,7,1,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,2,0,President of Brigham Young University,5,0,1,13,1,8,0.5,0,1,0,0.5908,4,0,0,1,0,4,20,5,0,0,0,2,4,0,1,0,0,44.485,4,0,17,5908,1739,2,0,0,0,1973,0,749
0,0,0,0,8,0,1,0,0,0,0,0,2,1,0,0,0,3,2,1,1,2,0,0,0,0,0,1,0,1,4,0,0,2,0,0,0,0,0,0,0,1,1,0,0,5,0,3249,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,4,0,0,21,0,0,0,4,Female,0,0,4,11,0,0,1,0,1,0,1,0,0,1,2,0,0,5,0,0,0,0,0,0,0,8,1,3,1,1,0,0,0,2,0,17,35,1,0,0,1,0,0,0,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.002085506,0,0,0,0,0,0.21,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,1,0,"Wife of Cecil O. Samuelson, President of Brigham Young University",0,0,0,0,0,5,0.57,0,0,0,2.547338708,3,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,3.769,1,0,3,1918,716,3,1,0,1,2009,0,748
0,0,0,0,17,0,1,0,1,0,0,0,13,2,0,2,0,4,4,3,0,3,0,0,0,1,0,2,1,0,3,0,3,2,0,11,0,0,0,0,0,0,3,0,0,5,1,4523,0,0,1,0,0,0,4,3,1,0,0,0,0,0,1,0,6,7,0,1,0,0,68,0,0,0,3,Male,5,6,6,2,0,0,0,0,0,0,4,0,0,23,8,0,0,2,0,0,0,0,0,4,0,4,2,3,1,1,0,0,0,1,2,16,3,0,13,0,3,0,0,1,0,7,0,0,1,0,0,7,0,1,2,6,0,2,2,2,0,0,0,7,0,0,0,0.135943214,0,2,0,0,0,0,0.17,0,0,3,8,0,0,2,1,0,0,5,0,0,0,0,3,0,1,1,1,3,0,0,1,0,0,1,0,0,0,9,0,0,0,0,0,Unknown,23,0,0,0,0,20,0.45,0,0,0,3.590796932,10,1,1,0,0,1,13,0,0,0,0,3,2,0,0,1,0,128.133,1,1,1,4649,1356,3,0,0,2,2005,0,744
0,0,0,0,4,0,0,1,0,0,0,0,8,0,0,1,1,1,0,2,0,2,0,0,3,1,0,9,0,0,6,0,0,0,1,0,1,0,0,0,0,16,1,0,0,0,2,13070,12,1,0,0,0,0,1,0,0,0,0,0,0,4,2,3,3,4,0,1,0,1,36,0,1,0,2,Female,0,10,1,0,0,0,2,0,2,1,0,0,1,0,3,0,4,2,0,0,0,0,0,1,1,2,1,1,2,2,0,0,1,2,2,40,0,0,0,0,3,5,0,0,0,6,0,0,2,0,0,2,0,0,0,2,0,2,1,2,0,0,2,0,0,0,0,0.062880325,0,1,0,0,0,0,0.16,0,0,0,0,0,2,5,0,0,2,6,0,0,0,0,2,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Unknown,0,0,0,1,0,17,0.5,1,0,0,0.4437,0,0,8,1,3,2,17,1,0,1,0,4,0,0,0,0,2,23.674,2,1,5,4437,1385,0,0,0,0,1982,0,743
0,0,0,1,9,0,0,0,0,3,0,0,4,1,1,0,0,5,5,1,1,2,1,0,1,1,0,11,0,0,5,1,0,1,2,0,0,0,0,0,3,0,4,2,0,0,0,8555,1,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,13,6,0,1,0,0,99,0,0,1,0,Female,4,5,17,1,1,2,1,0,1,3,0,0,1,0,3,0,3,5,1,0,0,0,0,0,0,2,0,2,0,1,1,0,0,1,1,5,3,0,1,0,1,0,0,0,0,2,1,2,5,0,0,6,0,0,0,1,0,3,0,1,0,0,3,1,0,0,0,0.064385776,0,0,1,2,0,0,0.13,1,0,2,1,0,0,0,1,0,2,1,1,0,0,0,0,4,0,1,0,2,1,3,0,0,1,2,0,0,0,0,0,0,0,4,1,Unknown,3,0,0,0,0,13,0.48,0,1,0,0.3712,2,0,3,0,0,3,2,2,0,0,0,2,10,0,1,0,1,56.333,1,1,5,3712,1340,8,0,0,0,1994,1,743
0,0,0,0,24,0,2,2,0,0,0,2,10,1,0,0,0,4,1,8,1,4,0,1,0,0,0,3,2,0,6,0,0,3,0,0,0,0,0,0,0,0,0,1,0,10,0,14869,0,5,0,0,0,2,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,1,21,0,0,0,2,Male,2,2,39,1,0,1,2,0,2,0,2,0,2,1,0,0,1,0,1,0,0,0,0,3,0,7,8,1,2,18,2,0,4,0,4,7,3,0,0,0,1,0,0,0,1,47,0,0,0,0,0,3,0,5,0,5,0,5,1,0,0,0,0,0,0,0,0,0.124378109,0,0,0,0,0,3,0.18,0,1,1,2,0,0,0,2,0,1,9,3,3,0,0,2,0,1,0,2,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,Second Counselor in the First Presidency ,16,0,0,0,0,14,0.45,1,0,0,0.3216,4,0,0,0,2,0,3,1,0,0,0,10,3,0,1,0,0,112.5,0,0,0,3216,945,1,0,0,1,1977,1,741
0,0,0,0,9,0,0,2,0,0,1,0,2,1,0,1,0,5,1,3,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,12351,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,3,4,0,1,2,0,63,0,0,0,8,Male,0,0,12,9,0,0,0,0,0,0,7,1,0,1,6,0,1,1,0,0,1,0,1,0,0,15,0,0,3,0,1,0,5,1,3,10,2,0,6,0,16,0,0,0,0,10,0,0,5,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0.047397499,0,0,0,0,0,0,0.24,0,0,6,2,0,1,3,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Unknown,10,0,0,0,0,11,0.52,1,12,1,1.222817004,2,0,1,1,3,0,14,0,0,2,0,1,3,0,0,0,5,33.618,0,6,0,3439,1020,7,0,0,0,1984,0,740
0,0,0,2,15,1,1,0,0,0,0,0,6,0,10,2,0,2,7,0,0,1,0,1,0,0,0,7,0,0,7,0,2,6,2,0,0,0,0,1,0,1,3,0,0,7,1,12813,8,1,0,0,0,4,1,1,0,0,2,0,0,4,0,4,3,3,0,0,0,1,95,0,0,0,8,Male,9,8,6,2,0,0,0,0,3,1,0,0,1,16,8,4,0,3,0,0,0,0,0,0,1,3,1,1,1,1,0,0,10,3,0,26,1,0,2,1,3,1,0,0,0,18,0,0,1,2,0,10,0,1,0,1,0,0,2,0,0,1,2,0,0,0,0,0.055975794,0,3,0,0,1,0,0.16,0,0,2,2,0,1,2,0,0,1,2,7,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,2,0,5,0,0,0,2,0,Unknown,7,0,0,0,1,6,0.55,1,0,1,2.587021897,4,0,0,1,0,6,30,1,0,2,0,3,5,0,2,0,0,117.287,4,1,0,5949,1532,1,1,0,4,1982,1,739
0,0,0,0,29,0,0,0,1,0,0,0,12,6,2,0,0,4,19,0,0,2,0,0,2,0,1,2,0,0,6,0,0,8,2,0,0,0,0,1,0,0,2,0,0,7,0,475,0,1,2,1,0,0,1,1,1,0,1,0,0,10,1,0,13,3,0,0,0,0,43,0,0,0,2,Male,3,2,20,6,0,0,0,0,4,0,5,0,0,6,2,0,0,4,0,0,0,0,0,0,0,8,1,1,1,3,0,1,2,0,15,29,1,0,0,0,6,1,0,0,0,4,0,3,1,0,0,8,0,1,0,2,0,0,4,1,1,0,2,0,1,0,0,0.049801784,0,0,0,0,0,1,0.19,0,0,4,4,0,0,2,1,3,0,3,1,0,1,0,4,0,0,1,0,2,0,3,0,0,3,0,0,0,2,5,0,0,0,1,0,Of the Presidency of the Seventy,2,0,0,1,0,12,0.5,2,0,3,2.666353082,3,0,1,0,4,0,9,0,0,4,15,1,1,0,3,0,1,14.329,17,4,1,4036,1284,12,0,1,2,2016,0,739
0,0,0,0,6,2,0,0,0,0,0,1,10,5,0,5,0,6,3,1,2,2,0,0,0,0,0,2,0,0,39,0,0,0,0,4,0,0,0,0,0,3,4,0,0,3,0,4642,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,21,11,0,0,0,0,70,0,1,0,10,Male,0,1,3,11,0,1,0,0,0,0,0,1,2,1,3,0,1,3,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,3,1,11,0,0,1,0,0,0,0,0,3,13,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.144784995,0,1,0,0,0,0,0.06,0,0,0,13,0,0,5,2,0,0,1,0,0,2,0,1,0,2,1,0,0,0,0,0,8,1,0,1,0,0,1,1,0,0,4,0,Unknown,12,0,0,1,0,18,0.47,0,0,1,3.271619227,0,0,3,0,2,0,13,0,0,0,3,2,4,0,0,0,50,18.615,0,3,0,4372,1324,2,0,1,0,2005,0,738
0,0,0,0,22,0,1,0,0,4,3,0,3,1,0,5,0,3,9,2,1,1,0,1,2,0,0,19,0,1,1,0,0,3,0,0,0,0,0,0,3,3,2,0,0,2,0,2493,0,1,0,0,0,1,1,1,2,0,0,0,0,3,0,2,17,9,0,1,0,1,31,0,0,1,6,Male,0,5,13,4,0,0,0,0,1,3,1,0,0,2,4,0,1,4,1,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,19,4,0,2,0,14,0,0,0,0,5,0,2,18,0,0,2,0,0,1,6,0,5,1,3,1,0,2,1,0,0,0,0.077661032,0,2,0,2,0,0,0.16,0,0,4,1,0,0,0,1,0,0,3,1,1,1,1,3,0,0,0,0,1,0,1,0,1,2,3,1,0,0,2,0,0,0,1,0,Unknown,3,0,0,1,0,20,0.5,1,0,0,2.190756804,0,0,2,1,0,5,7,2,0,4,2,4,5,0,1,1,1,188.828,2,1,1,4378,1439,2,0,1,0,2011,0,737
0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4969,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,1,0,3,Male,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Unknown,0,0,0,0,0,0,0.53,0,0,0,0.0758,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0.562,0,0,0,758,365,1,0,0,0,2004,0,737
0,0,0,0,4,0,0,1,0,0,0,0,4,1,0,0,0,2,2,1,1,1,0,2,0,0,0,7,0,1,30,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,0,951,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,11,14,0,0,0,0,21,0,0,0,7,Male,0,4,5,7,0,2,1,0,3,0,0,0,16,0,1,0,1,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,1,5,19,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0.069070209,0,2,0,2,0,0,0.24,0,0,0,1,0,0,0,0,2,0,2,0,3,0,0,22,0,0,4,0,1,0,1,0,1,0,2,1,0,0,2,0,0,0,10,0,Unknown,1,1,0,0,0,11,0.52,0,1,0,2.074408141,1,0,1,1,2,0,14,0,0,0,1,1,0,0,0,0,0,13.018,1,0,0,2635,965,6,0,1,0,2015,0,736
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,5697,0,0,0,1,0,0,1,1,4,0,0,0,2,1,0,0,4,1,0,1,0,0,13,0,0,0,4,Male,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,1,0,3,3,0,0,2,0,7,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.124148372,0.000757002,0,0,0,0,0,0.23,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,Commissioner of Church Education and a member of the Quorum of Seventy,0,0,0,0,0,4,0.51,0,0,0,0.1321,0,0,0,1,0,3,2,0,0,0,1,0,1,0,0,0,0,0.113,1,0,0,1321,490,0,0,0,0,2002,1,736
0,0,0,0,3,0,0,5,2,0,0,0,14,2,0,0,0,4,1,1,0,3,0,0,1,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,6,3,0,0,0,0,17,0,0,0,2,Female,0,0,4,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,2,4,14,1,0,1,0,1,0,0,0,0,5,0,0,5,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.092542188,0,0,0,1,0,0,0.2,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,6,0,"Wife of Cecil O. Samuelson, President of Brigham Young University",3,0,0,0,0,5,0.46,0,1,0,2.240313115,4,0,0,0,1,0,6,0,0,1,0,0,1,0,1,0,0,3.041,0,1,3,1837,695,1,0,0,0,2010,0,735
0,0,0,0,7,0,0,0,1,0,0,0,5,1,0,0,0,8,5,1,1,0,0,0,1,1,0,6,0,9,11,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,2920,0,0,0,1,0,1,1,1,2,0,2,0,0,2,0,0,3,2,0,2,0,0,50,0,0,0,3,Male,18,6,7,7,0,2,0,0,1,0,0,0,0,0,2,1,0,4,0,0,0,0,0,5,1,9,0,4,2,1,0,1,1,1,2,21,1,0,3,0,7,5,0,0,0,18,0,0,5,1,0,12,0,0,0,0,0,1,0,7,1,1,1,0,0,0,0,0.130928524,0,2,1,0,0,0,0.22,0,1,1,0,0,0,2,0,0,0,8,0,0,3,1,22,2,1,1,1,1,0,1,0,0,2,1,0,2,2,3,0,0,1,6,0,Unknown,1,0,0,1,0,14,0.51,2,2,0,2.144757863,1,3,5,0,3,4,45,1,0,1,1,0,1,0,0,1,1,16.667,3,0,6,4491,1516,0,0,1,1,2009,0,733
0,1,0,4,35,0,1,2,1,0,0,10,2,1,0,0,1,4,5,13,0,0,0,1,0,0,1,16,0,2,15,0,0,4,0,0,0,0,0,0,0,0,1,1,0,7,0,3025,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,9,15,0,5,0,0,40,0,0,0,0,Male,3,3,24,4,0,0,0,0,2,1,0,0,0,2,16,0,1,2,0,0,0,0,0,0,0,4,4,1,0,7,0,1,4,3,4,8,7,2,1,0,2,1,0,0,0,19,0,0,2,0,0,8,0,1,0,14,1,1,4,1,3,3,8,0,0,0,0,0.162599718,0,2,0,0,0,8,0.13,0,0,19,4,0,0,1,11,0,1,3,0,0,0,0,1,0,1,2,0,3,1,5,0,0,2,0,5,1,16,6,0,0,0,4,0,President of the Quorum of the Twelve Apostles,10,0,0,0,0,16,0.53,0,1,0,2.134979602,13,0,5,0,0,2,15,1,4,0,0,6,5,0,1,3,2,248.067,2,1,2,4262,1312,4,0,6,1,2009,1,728
0,0,0,0,14,1,1,1,0,0,1,0,7,3,0,1,0,6,7,1,0,0,0,0,1,0,0,13,0,0,12,0,0,1,0,0,0,0,0,0,0,0,10,1,0,2,1,4215,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,0,0,0,0,52,0,0,0,0,Male,1,3,3,2,0,0,0,0,4,0,3,0,2,1,3,0,0,1,0,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,6,20,7,0,1,0,7,2,0,0,0,7,0,0,3,0,0,5,0,5,0,2,0,2,0,0,1,0,4,0,0,0,0,0.113570487,0,2,13,1,0,1,0.21,0,0,3,0,1,0,0,5,0,0,6,0,0,0,0,2,0,1,3,2,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,Of the Presidency of the Seventy,1,0,0,0,0,19,0.52,0,0,0,2.466865778,1,0,3,0,0,2,39,0,0,1,0,1,7,0,0,0,0,132.261,1,4,0,3795,1105,2,0,0,0,2006,0,728
0,0,0,0,6,0,1,0,0,6,0,0,14,1,0,0,0,9,3,0,0,3,0,0,1,0,0,3,0,0,13,0,0,5,1,1,0,0,0,0,0,2,6,0,0,3,2,722,0,0,0,0,0,3,2,2,0,0,0,0,0,2,0,2,3,3,0,1,0,0,36,0,0,0,0,Female,1,3,8,2,1,3,0,0,13,0,3,0,1,7,1,1,0,2,1,0,3,0,0,0,1,5,0,2,3,0,0,0,3,3,3,13,0,0,4,0,4,0,0,0,0,2,0,1,1,1,0,12,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0.373847647,0,0,0,0,0,0,0.18,0,0,7,13,0,0,1,2,0,0,2,1,2,0,2,9,1,1,0,0,0,0,0,0,1,2,0,8,0,5,3,0,0,0,0,0,Unknown,4,0,1,2,0,5,0.49,1,0,0,2.825768929,5,1,9,2,1,1,8,2,0,0,0,2,1,0,3,0,0,96.023,2,0,0,4122,1421,3,1,0,1,2015,2,724
0,0,0,1,11,0,1,0,2,0,0,2,49,0,0,0,0,4,0,0,3,5,1,3,1,0,0,1,0,0,17,1,0,2,1,1,0,2,0,0,0,5,3,0,0,5,0,8578,0,0,1,0,0,2,2,2,0,0,1,0,0,5,0,2,6,0,0,5,0,0,43,0,0,1,1,Male,0,7,14,7,4,1,0,0,1,0,1,0,1,0,1,1,7,1,0,0,0,0,0,0,0,10,7,3,0,0,0,0,2,8,0,25,2,0,1,1,8,0,0,0,0,11,1,1,4,0,0,6,0,0,0,5,0,0,1,3,1,0,0,0,0,1,0,0.319018405,0,2,0,1,0,1,0.2,0,0,6,3,0,0,0,5,0,0,41,1,0,0,2,1,0,2,2,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,Of the Quorum of the Twelve Apostles,8,0,0,0,0,11,0.49,0,0,0,2.253363179,10,0,2,0,21,1,7,0,0,0,0,2,1,0,0,1,0,3481,0,6,0,4075,1244,7,0,0,2,1994,1,724
0,0,0,0,3,1,1,0,0,0,2,0,8,1,0,2,0,13,3,4,0,3,0,2,0,0,0,6,0,0,6,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,6413,0,0,0,0,2,1,1,0,0,0,0,1,0,3,1,2,16,2,0,0,0,0,152,0,0,0,7,Female,4,4,3,2,0,0,0,0,3,0,4,0,0,4,10,0,0,6,0,0,0,0,0,0,0,2,1,2,0,4,0,0,1,1,0,24,2,0,4,1,8,0,0,0,0,9,0,11,19,0,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0.066450917,0,2,1,1,0,0,0.15,0,1,0,3,0,1,1,0,0,0,5,4,0,1,0,6,0,0,0,0,1,0,2,0,0,1,2,1,2,0,1,0,0,0,0,0,Unknown,16,0,0,0,0,5,0.5,0,1,0,2.569336041,1,0,4,0,1,5,17,0,0,3,12,3,1,0,0,0,1,132,3,1,3,4635,1243,1,0,0,2,2000,1,722
