Abraham,Accountability,Adoption,Agency,AllScriptureCount,America,Angel,Art,Articles of Faith,Atonement,Attitude,Authority,AuthorityMentions,BYU,Balance,Baptism,Bible,Blessing,BoM,Body,Book of Mormon,Brigham Young,Brotherhood,Calling,Character,Charity,Chastity,Children,Christianity,Christmas,Church,Citizenship,Comforter,Commandments,Commitment,Communication,Compassion,Conscience,Consecration,Contention,Conversion,Courage,Covenant,Creation,Creativity,D&C,Date,Decision,Dedication,Disciple,Discipline,Discourage,Divine,Doctrine,Doctrine and Covenants,Education,Esteem,Eternal Life,Eternity,Exaltation,Example,Excellent,Failure,Faith,Family,Family History,Fear,Fellowship,Finance,FirstPersonPronoun,FleschReading,Foreordination,Forgiveness,Freedom,Friendship,Gender,Gift,Giving,God,Gospel,Government,Gratitude,Growth,Habit,Happiness,Heal,Heavenly Father,Heritage,History,Holy Ghost,Home,Honesty,Honor,Hope,Humility,I am a woman,Improvement,Individual Worth,Initiative,Inspiration,Integrity,Jesus Christ,Joseph Smith,Joy,Kind,Knowledge,Language,Last Day,Law,Leadership,Learning,Life,Light,Light of Christ,Listen,Lonely,Love,Marriage,Media,Meekness,Membership,Men,Mercy,Miracle,Missionary,Mistake,Modesty,Morality,Mortality,Music,NT,Natural Man,OT,Obedience,Opportunity,Ordinance,Organization,Pageviews,Parent,Patience,Patriarchal Blessing,Patriotism,Peer Pressure,PercentInItalics,PercentInQuotes,Perfection,Perspective,Pioneer,Plan of Salvation,PoGP,Polarity,Politic,Potential,Power,Prayer,Premortal,Preparation,Prepare,Priesthood,Priority,Progression,Prophet,Question,Relationship,Religion,Religious Freedom,Remember,Repent,Responsibility,Restoration,Resurrection,Revelation,Reverence,Righteous,Sabbath,Sacrament,Sacred,Sacrifice,Safety,Salvation,Satan,Scripture,Second Coming,Self-Reliance,Selfless,Service,Socialism,Speech,Spirit,Spiritual Growth,Spirituality,Standard,Stewardship,StoryNames,Subjectivity,Success,Suffering,Talent,Talking Speed,Teaching,Technology,Temple,Tempt,Testimony,Thought,Time,Tithing,Tolerance,Trial,Trust,Truth,Understand,Unity,Value,Virtue,War,WeToYouRatio,Wisdom,Witness,Woman,WordCount,WordQuantity,Work,Worldly,Worship,Worthy,Zion
1,3,0,51,46,0,3,0,1,2,0,0,6,3,0,0,0,3,23,5,0,2,0,1,0,0,0,2,0,0,12,0,0,4,0,0,0,0,0,0,0,0,4,2,0,11,0,1,0,3,0,0,3,3,1,0,0,1,0,0,4,0,0,2,3,0,1,0,0,27,4.83,0,0,11,0,Male,12,5,35,6,0,0,0,0,2,0,2,0,1,1,1,0,1,2,0,0,1,0,0,1,0,14,1,2,3,10,0,0,17,2,4,14,14,0,0,0,1,0,0,0,0,15,0,0,0,1,0,0,0,0,5,0,2,6,2,3,0,2008,3,0,0,0,0,0.295321637,0.120467836,3,1,0,1,5,0.18,0,2,6,1,1,0,0,3,0,0,1,0,0,0,0,3,0,4,1,4,1,0,5,4,0,0,2,0,1,6,4,0,0,0,1,0,/talks/d-todd-christofferson_moral-agency/,14,0,0,0,0,15,0.54,1,4,0,3.440643863,2,0,3,3,1,2,8,2,0,0,0,19,5,0,0,0,1,243.559,0,0,2,5130,1437,3,0,0,0,0
2,0,0,0,16,0,0,0,0,0,0,0,4,3,0,0,0,4,0,2,0,2,0,0,0,0,0,1,2,1,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,2,1,0,0,4,0,0,0,0,1,1,1,3,3,0,0,0,1,34,4.83,0,2,0,2,Male,1,0,12,2,0,1,0,0,1,0,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,2,0,0,1,3,0,0,7,0,9,16,4,0,0,0,1,1,0,0,0,5,0,0,0,1,0,0,1,0,6,0,1,1,1,0,0,752,1,0,0,0,0,0.216511534,0.174018616,0,0,0,0,2,0.17,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,/talks/d-todd-christofferson_moral-test/,2,0,1,1,0,10,0.51,3,0,0,0.2471,1,0,0,0,0,5,8,0,0,0,1,5,2,0,0,0,0,19.314,3,1,1,2471,1001,0,0,1,0,1
0,2,0,0,36,0,0,0,0,1,3,2,8,0,0,1,0,10,11,22,1,0,0,4,0,0,0,3,0,0,12,0,0,4,0,0,0,0,0,0,0,0,5,9,0,9,0,1,0,0,0,1,1,3,3,1,0,1,0,0,11,0,0,3,0,0,13,0,0,66,6,0,0,0,0,Male,0,5,61,2,0,1,0,0,0,0,0,0,2,1,3,0,3,3,1,0,0,0,0,0,1,10,1,0,3,1,2,0,4,0,0,12,4,0,0,0,4,4,0,1,0,14,1,0,1,0,1,0,0,0,12,0,4,3,1,6,1,11051,0,0,1,0,0,0.082343234,0.105775578,2,0,0,1,0,0.16,0,0,2,3,0,0,1,5,0,0,11,0,0,0,1,5,2,3,1,2,1,17,0,4,2,62,3,0,3,0,12,0,0,0,7,0,/talks/d-todd-christofferson_sense-sacred/,12,0,0,2,1,10,0.53,0,3,0,2.71019678,3,0,13,0,1,2,9,0,0,0,2,3,12,0,3,0,0,135.674,4,2,10,6060,1617,5,0,1,0,0
0,0,0,0,8,0,2,0,0,0,0,0,28,2,3,11,0,4,6,2,5,2,0,2,0,0,1,3,0,0,3,0,0,4,1,1,0,2,0,0,2,1,5,0,0,1,1,8,0,2,0,0,3,13,0,0,0,2,1,0,2,0,0,12,9,0,2,0,0,91,5.6,0,3,0,2,Male,0,1,17,2,0,3,0,1,0,0,0,0,0,5,3,0,0,2,0,0,1,0,0,0,0,3,1,2,0,0,0,0,22,0,1,22,1,0,2,1,6,1,0,0,0,12,0,0,1,0,0,0,0,2,1,0,0,3,2,2,0,9,0,0,0,0,0,0.157718822,0.09066221,3,0,0,0,0,0.13,0,0,1,0,0,0,0,1,5,1,21,4,6,0,0,0,3,0,0,0,1,0,6,0,6,6,0,0,1,0,4,0,0,1,7,0,/talks/daines-robert-h_doctrine-christ/,7,0,1,0,0,7,0.5,0,0,0,2.799415205,2,0,3,0,8,3,11,2,0,3,0,0,2,0,0,1,0,29.066,0,4,1,4787,1199,3,3,0,0,0
0,0,0,0,12,1,0,0,0,8,0,0,10,1,1,4,0,1,6,2,2,0,0,0,0,0,0,3,2,0,8,0,0,3,0,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,1,0,3,6,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,55,5.22,0,1,0,1,Male,0,3,15,2,0,0,0,1,16,15,3,0,0,2,2,0,0,2,0,0,0,0,0,0,0,4,3,29,0,1,1,0,0,4,2,23,1,0,6,0,30,4,0,0,0,7,3,1,10,1,0,0,1,5,3,0,0,1,0,0,0,1021,3,1,0,0,0,0.098670213,0.087234043,0,0,0,0,2,0.32,0,0,7,6,0,1,1,5,0,0,3,0,2,1,0,6,1,0,0,0,2,0,3,0,1,0,0,0,1,0,10,0,0,0,0,0,/talks/dale-e-miller_joyful-heart/,9,0,1,1,0,7,0.48,1,0,0,2.614742698,4,0,0,1,1,8,16,0,0,1,0,4,4,1,0,1,0,12.852,0,3,0,3760,1247,8,0,0,0,0
0,0,0,0,10,0,0,2,0,0,0,0,0,2,0,1,0,0,2,1,0,3,0,2,0,0,0,10,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,0,88,7.16,0,0,0,7,Male,0,4,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,5,0,0,0,0,1,0,0,0,0,13,9,0,1,0,0,0,0,3,5,0,3,1,0,1,0,419,0,0,0,0,0,0.044394281,0.041635315,1,0,1,0,0,0.07,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,2,0,/talks/dale-e-monson_beggars/,1,0,0,0,0,15,0.44,0,0,0,2.944608567,2,0,1,1,1,5,13,0,0,0,1,0,1,0,0,0,0,13.793,0,0,7,3987,1238,2,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,1,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,5,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,2,0,0,2,1,0,0,1,0,0,38,5.61,0,0,4,1,Male,1,7,12,2,0,0,0,0,3,0,2,0,2,1,2,0,0,0,0,0,2,0,0,1,0,9,1,0,0,3,0,0,9,2,5,14,0,0,3,0,1,0,0,0,0,5,0,0,2,2,0,0,1,0,2,0,0,8,0,0,0,4557,1,0,0,0,0,0.031587697,0.078969244,0,0,0,0,0,0.1,0,2,2,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,5,0,/talks/dale-g-renlund_constructing-spiritual-stability/,1,0,0,0,0,6,0.47,0,0,0,2.271239773,5,0,0,0,0,1,12,0,0,0,0,0,3,0,0,0,0,542.769,1,0,2,3609,1305,3,0,0,0,0
1,0,0,0,21,1,3,0,0,1,1,2,6,5,0,1,0,10,7,5,0,2,0,0,0,0,0,6,0,0,7,0,0,2,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,14,13,0,2,0,1,82,4.44,0,1,0,2,Male,0,1,46,2,0,0,1,0,2,8,3,0,2,0,10,0,1,7,0,0,0,0,0,1,0,1,6,0,2,0,1,0,0,0,1,17,1,1,2,0,10,1,0,0,0,10,0,21,5,0,0,0,0,0,5,0,6,0,0,0,1,4577,4,0,0,0,0,0.076166562,0.088302992,1,2,0,1,2,0.12,0,0,2,2,0,2,3,0,0,0,5,1,1,0,0,4,1,0,4,0,1,0,2,0,0,1,1,1,1,0,23,1,0,0,1,0,/talks/dallan-r-moody_what-happens-when-life-gets-one-degree-colder/,1,0,0,0,0,18,0.49,1,0,0,2.819469027,1,0,0,0,1,9,21,0,0,3,7,1,3,0,0,0,0,153,1,1,0,4779,1553,6,0,0,0,0
1,0,0,0,21,1,3,0,0,1,1,2,6,5,0,1,0,10,7,5,0,2,0,0,0,0,0,6,0,0,7,0,0,2,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,14,13,0,2,0,1,82,4.44,0,1,0,2,Male,0,1,46,2,0,0,1,0,2,8,3,0,2,0,10,0,1,7,0,0,0,0,0,1,0,1,6,0,2,0,1,0,0,0,1,17,1,1,2,0,10,1,0,0,0,10,0,21,5,0,0,0,0,0,5,0,6,0,0,0,1,577,4,0,0,0,0,0.076166562,0.088302992,1,2,0,1,2,0.12,0,0,2,2,0,2,3,0,0,0,5,1,1,0,0,4,1,0,4,0,1,0,2,0,0,1,1,1,1,0,23,1,0,0,1,0,/talks/dallan-r-moody_when-life-gets-one-degree-colder/,1,0,0,0,0,18,0.49,1,0,0,2.819469027,1,0,0,0,1,9,21,0,0,3,7,1,3,0,0,0,0,153,1,1,0,4779,1553,6,0,0,0,0
0,0,0,1,23,1,2,1,0,1,0,0,12,2,1,1,1,27,12,0,3,2,0,2,1,0,0,11,0,0,7,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,3,1,14,1,1,9,2,0,2,0,0,70,5.61,0,0,0,6,Male,1,5,22,2,0,0,3,0,1,1,2,0,0,0,11,0,0,1,3,0,0,0,0,2,0,3,1,2,1,1,0,2,0,1,4,24,1,0,1,0,4,1,0,0,0,15,1,0,0,0,0,0,1,0,4,0,3,0,2,0,0,4042,3,3,0,0,0,0.208697601,0.131360681,1,0,2,0,0,0.17,0,0,3,1,0,1,1,1,0,1,3,2,0,1,0,3,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,/talks/dallin-h-oaks_adversity/,1,1,0,1,0,10,0.5,1,1,0,2.098306679,3,0,0,1,5,6,5,0,0,1,2,2,4,0,0,1,7,86.4,1,2,7,4461,1467,3,0,0,1,1
0,1,0,1,30,0,0,0,1,18,0,3,49,4,0,0,2,3,13,0,81,2,0,0,0,0,0,6,2,0,34,0,0,13,1,0,0,0,0,0,0,1,54,0,0,12,0,0,0,0,1,0,2,15,5,0,0,5,0,1,5,0,0,4,1,0,0,0,0,58,6.39,0,0,0,0,Male,0,11,23,21,0,1,0,0,0,0,2,0,1,0,1,0,0,2,0,0,1,0,0,5,0,25,4,0,0,4,0,0,4,3,3,19,1,0,1,0,2,0,1,0,0,11,1,0,8,0,0,0,0,1,3,0,1,3,1,2,0,2198,0,0,0,0,0,0.108325139,0.145689938,2,1,0,1,1,0.2,2,0,3,1,0,0,0,1,0,1,11,1,4,5,3,9,12,2,1,6,10,0,0,1,1,4,1,0,13,0,7,0,0,0,5,0,/talks/dallin-h-oaks_another-testament-jesus-christ/,2,0,0,1,0,6,0.5,1,2,0,2.347826087,9,0,6,0,5,0,9,1,0,0,1,7,6,1,1,0,0,210.25,0,11,2,6102,1432,4,0,3,3,3
0,1,0,0,24,0,2,1,0,0,7,2,5,0,3,0,0,41,2,4,0,9,0,6,0,0,2,9,0,0,10,0,0,20,0,1,0,1,0,0,0,0,9,0,0,12,0,3,1,0,1,0,0,5,5,0,0,3,1,0,2,0,1,21,6,0,0,0,0,93,7.17,0,0,0,0,Male,6,10,12,7,3,0,6,0,1,0,4,1,1,1,0,0,3,0,0,0,0,0,0,4,0,3,3,1,1,5,2,0,17,4,9,18,1,0,0,0,5,0,0,0,1,19,2,0,11,0,0,0,0,0,5,0,4,4,3,0,1,3298,1,0,0,0,0,0.11503268,0.107376284,0,0,0,0,1,0.17,0,3,4,2,0,1,6,1,0,0,7,0,2,3,0,4,7,2,0,1,2,0,1,27,1,0,5,0,3,0,1,0,0,0,3,0,/talks/dallin-h-oaks_blessing-commandments/,12,4,0,0,0,11,0.51,2,2,9,2.525943396,7,1,2,0,2,1,16,5,0,0,0,2,3,0,3,0,0,37.77,8,0,2,5355,1447,9,3,0,1,5
0,0,0,0,4,0,0,2,1,0,1,0,6,14,2,0,0,0,0,9,0,15,3,0,1,0,4,2,2,0,21,1,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,2,7,4,0,0,0,0,0,65,9.13,0,0,1,3,Male,0,8,6,6,2,0,3,0,1,0,0,0,0,1,2,1,7,2,2,0,3,0,2,1,0,4,0,0,7,9,0,0,8,3,10,22,0,0,0,0,4,2,0,0,1,27,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,702,6,0,0,0,0,0.010805335,0.034273172,1,0,0,0,1,0.11,0,0,6,0,0,0,4,0,0,2,0,1,0,1,6,4,6,7,1,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,2,0,/talks/dallin-h-oaks_challenges-year-ahead/,5,0,1,13,1,6,0.5,0,1,0,0.5923,4,0,0,1,0,4,20,5,0,0,0,2,4,0,1,0,0,44.485,4,0,17,5923,1737,2,0,0,0,0
0,0,0,0,12,0,0,0,0,0,1,0,12,17,0,0,0,5,1,5,1,3,0,9,2,0,0,0,0,0,11,0,0,7,0,0,0,0,0,4,0,0,3,0,0,5,0,0,2,0,2,0,0,7,3,11,0,0,0,0,0,0,0,1,2,0,2,0,0,62,6.39,0,0,0,2,Male,1,8,10,2,1,3,1,1,3,0,1,0,1,3,0,0,1,2,0,0,0,0,0,0,0,8,2,1,1,8,0,0,1,1,17,17,4,0,0,0,6,1,0,1,0,5,0,0,2,0,0,2,0,2,5,0,1,0,0,0,0,591,1,0,0,0,0,0.057621792,0.025929806,1,1,0,0,0,0.2,0,0,3,3,0,0,1,0,3,0,6,2,0,0,3,1,2,0,1,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,5,0,/talks/dallin-h-oaks_counsel-students/,8,0,0,3,2,4,0.51,0,0,1,2.790935673,3,0,2,1,1,4,11,2,0,0,0,9,0,0,1,0,0,44,0,1,8,3818,1225,9,0,1,5,0
0,3,0,3,32,0,1,0,0,0,1,0,3,0,0,0,0,14,13,0,2,1,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,29,5.61,0,2,1,0,Male,3,8,36,7,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,33,0,0,6,2,0,0,0,1,1,0,0,0,23,1,0,1,1,0,0,0,0,11,0,4,0,0,6,0,2363,0,0,0,0,0,0.111810552,0.081834532,0,0,0,0,1,0.05,0,0,2,1,0,0,0,1,0,0,3,1,0,0,0,2,2,0,1,0,2,0,17,0,0,0,0,0,1,0,5,0,0,0,3,0,/talks/dallin-h-oaks_desires-hearts/,5,0,0,0,0,2,0.53,0,0,0,2.224,4,0,0,0,1,16,5,0,0,0,0,2,2,0,0,0,0,100.038,0,0,2,3336,942,6,0,0,0,1
0,3,0,3,32,0,1,0,0,0,1,0,3,0,0,0,0,14,13,0,2,1,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,29,5.61,0,2,1,0,Male,3,8,36,7,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,33,0,0,6,2,0,0,0,1,1,0,0,0,23,1,0,1,1,0,0,0,0,11,0,4,0,0,6,0,14,0,0,0,0,0,0.111810552,0.081834532,0,0,0,0,1,0.05,0,0,2,1,0,0,0,1,0,0,3,1,0,0,0,2,2,0,1,0,2,0,17,0,0,0,0,0,1,0,5,0,0,0,3,0,/talks/dallin-h-oaks_desires-hearts/3717/,5,0,0,0,0,2,0.53,0,0,0,2.224,4,0,0,0,1,16,5,0,0,0,0,2,2,0,0,0,0,100.038,0,0,2,3336,942,6,0,0,0,1
0,0,0,0,8,2,0,1,0,1,0,2,4,24,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,0,9,4,0,0,3,3,0,0,0,4,0,0,0,0,0,1,0,2,0,0,1,1,1,3,0,9,0,0,0,0,10,0,0,5,2,0,1,0,0,42,8.75,0,0,27,1,Male,0,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,1,0,4,1,0,5,3,0,0,1,8,2,6,3,0,0,0,4,1,2,0,2,3,1,0,8,0,0,0,0,0,4,0,0,0,3,0,3,8731,1,1,0,0,0,0.185015728,0.07063197,1,0,0,0,0,0.12,1,1,2,0,0,0,0,0,0,1,2,0,1,8,17,3,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,/talks/dallin-h-oaks_elections-hope-freedom/,1,0,0,1,0,3,0.47,0,0,0,1.782364934,4,1,0,0,0,2,5,0,0,0,5,4,2,0,6,1,3,185.143,1,0,0,3497,1244,3,0,1,0,0
0,0,0,0,4,1,1,0,0,0,1,1,6,34,0,0,1,0,1,2,1,4,2,2,3,0,0,2,0,0,8,0,0,0,4,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,0,1,0,0,9,1,0,2,0,13,6,1,5,2,0,0,0,0,80,8.74,0,1,2,5,Male,0,7,2,4,0,0,4,0,0,0,0,2,2,2,0,9,3,2,0,0,2,0,0,1,1,3,1,0,4,7,2,0,10,1,6,9,0,0,1,0,12,1,0,0,0,4,0,0,5,2,0,1,0,2,1,0,1,0,0,0,0,332,1,0,0,0,0,0.078817734,0.043349754,1,0,0,0,0,0.14,0,1,0,4,0,3,3,0,0,1,1,2,3,0,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,/talks/dallin-h-oaks_expectations-byu/,1,0,0,9,0,5,0.48,0,1,0,2.992334906,16,0,0,0,2,2,8,0,0,0,4,12,3,0,4,0,0,24.845,1,1,3,5075,1561,11,0,1,1,0
0,0,0,0,9,1,0,0,0,0,0,0,12,33,1,0,0,7,1,4,1,7,0,4,0,0,0,1,0,0,15,1,0,3,4,2,0,0,0,1,0,0,2,3,0,4,0,0,0,0,4,1,0,1,1,16,0,0,0,0,2,1,1,7,3,0,0,0,0,34,8.35,0,0,1,6,Male,0,7,11,0,2,0,4,1,2,0,1,0,3,2,3,1,2,4,0,0,0,0,0,0,9,3,2,1,8,4,0,0,2,3,30,16,6,0,0,0,15,0,0,0,0,28,0,0,6,1,0,0,0,0,2,0,1,1,2,0,1,488,1,0,0,0,0,0.031301483,0.059857221,2,2,0,0,1,0.18,0,1,2,0,0,0,1,0,1,0,5,2,3,0,3,2,3,5,0,0,0,0,3,0,0,3,2,1,0,0,0,0,1,0,12,0,/talks/dallin-h-oaks_formula-success-byu/,9,0,2,6,0,2,0.49,6,0,0,0.5463,3,1,0,0,0,2,15,4,0,0,1,6,2,0,2,0,2,69,1,0,23,5463,1585,14,0,0,12,0
6,3,0,60,41,1,2,0,0,0,0,1,5,2,0,0,1,2,15,1,2,1,0,0,0,0,0,9,0,1,2,1,0,9,1,0,0,0,0,1,0,0,1,0,0,8,0,2,0,0,0,0,0,9,1,0,1,2,1,2,4,0,1,1,1,0,0,0,0,58,5.61,0,0,35,0,Male,7,8,40,4,7,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,2,1,4,0,3,10,0,1,15,1,0,0,0,1,0,0,1,0,26,0,0,0,0,0,0,10,1,4,0,1,0,2,0,1,3710,1,0,0,0,0,0.13277605,0.077566096,1,0,0,0,13,0.17,0,0,23,1,9,0,0,0,0,2,3,1,0,0,0,2,3,10,1,0,8,0,3,0,0,0,1,0,1,25,4,0,0,0,2,0,/talks/dallin-h-oaks_free-agency-freedom/,7,0,0,0,0,14,0.58,0,0,0,2.24628821,5,0,1,3,0,9,2,0,0,0,0,3,1,0,0,0,3,497.818,3,0,1,5144,1384,0,0,1,0,0
0,0,0,0,7,8,0,2,0,0,0,0,18,19,0,0,0,5,3,0,1,2,1,0,0,0,0,1,2,0,21,1,0,4,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,2,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,43,7.17,0,0,0,21,Male,0,5,3,10,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,10,0,0,2,0,2,0,8,11,3,9,3,0,0,0,0,0,0,0,1,9,0,6,16,0,0,1,0,4,2,0,0,0,0,0,0,1160,0,3,0,0,0,0.205312922,0.036470059,0,0,0,0,0,0.17,0,0,1,4,0,0,1,0,0,1,4,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,/talks/dallin-h-oaks_getting-know-china/,1,0,0,2,0,17,0.42,0,1,2,2.620648968,7,1,1,0,0,0,7,0,0,0,1,1,4,0,0,0,4,961,1,1,3,4442,1340,13,0,0,0,1
0,0,0,0,4,0,0,0,0,0,1,2,8,13,0,1,0,1,0,1,0,14,0,1,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,2,1,1,0,0,4,2,0,0,0,0,32,6,0,0,0,1,Male,0,3,14,4,0,0,0,0,3,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,6,0,1,0,3,0,0,1,2,1,7,2,0,1,0,1,0,0,0,0,8,0,0,1,2,0,0,0,3,3,0,1,1,0,0,0,146,1,0,0,0,0,0.369219386,0.027746948,0,0,0,0,0,0.19,0,1,2,0,0,1,1,0,0,2,3,1,1,3,1,2,0,2,1,0,4,0,0,0,0,0,0,0,1,0,1,0,2,0,6,0,/talks/dallin-h-oaks_hold-the-banner-high/,6,0,0,1,0,4,0.52,0,2,0,2.110070258,8,0,0,0,2,0,11,0,0,2,0,7,4,0,2,1,2,18.27,5,1,4,2703,936,3,1,0,0,0
0,0,0,0,12,0,0,0,1,0,1,2,6,10,0,0,0,1,0,1,1,7,0,1,4,0,1,3,0,0,12,0,0,7,3,2,0,2,0,0,0,0,2,0,0,9,0,1,0,0,2,0,0,2,2,0,0,0,0,0,8,0,1,2,0,0,0,0,0,47,8.35,0,3,0,1,Male,0,14,7,4,0,0,3,1,2,0,0,0,0,0,0,19,16,0,0,0,1,0,0,0,0,3,1,0,6,1,2,0,3,3,0,9,2,0,0,0,1,0,0,0,0,11,0,2,2,1,2,0,0,0,3,0,0,1,0,0,1,2769,1,0,0,0,0,0.086448598,0.120645709,1,0,0,0,0,0.07,0,1,0,0,0,0,0,1,0,0,2,3,4,0,0,2,3,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,/talks/dallin-h-oaks_honest-behavior/,1,0,0,26,0,8,0.47,2,2,1,3.20927062,5,0,0,0,0,6,9,1,0,0,2,20,0,0,3,1,0,52.267,2,2,4,4708,1483,3,0,0,1,0
0,0,0,0,12,0,0,1,0,1,1,0,3,1,0,0,0,1,4,0,0,10,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,9,2,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,0,1,2,0,0,0,0,17,5.61,0,0,1,2,Male,1,5,9,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23,3,2,0,0,2,1,0,16,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,116,1,0,0,0,0,0.154577289,0.060530265,0,0,0,1,1,0.34,0,0,2,0,0,0,0,0,0,2,1,3,0,4,0,4,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,0,0,0,8,0,/talks/dallin-h-oaks_joy-at-graduation/,5,0,0,1,0,2,0.51,0,0,0,2.069358178,9,0,0,0,0,2,5,1,0,2,0,3,3,0,6,0,2,29.762,3,1,8,1999,724,5,0,0,0,0
0,0,0,2,47,0,0,2,0,2,1,1,4,8,1,0,0,1,12,0,2,4,0,0,4,2,0,7,1,0,4,0,1,11,0,0,0,0,0,0,0,1,0,0,0,6,1,4,0,1,1,0,0,1,0,0,0,0,2,3,2,0,0,2,3,0,0,0,0,73,4.83,0,13,0,4,Male,0,7,6,7,0,0,0,0,0,5,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,4,2,0,1,8,1,0,9,1,0,11,3,1,3,0,14,0,0,0,0,15,2,0,1,3,0,0,0,1,28,0,1,0,2,0,0,5178,3,0,0,0,0,0.227180114,0.115118174,2,1,0,0,0,0.13,0,0,2,1,0,1,1,0,0,0,6,1,0,0,0,2,3,2,1,0,2,0,15,0,2,1,0,0,0,0,10,0,0,0,5,0,/talks/dallin-h-oaks_judge-judging/,4,0,0,15,3,12,0.54,0,2,0,2.817451206,7,0,0,1,1,1,12,0,0,2,2,3,4,0,1,0,0,336.842,7,0,6,4908,1425,5,0,0,0,0
